"Story","Title","Result","Date","Stability","Duration (s)"
"Automation Kebijakan Privasi on Klob","Menuju ke halaman kebijakan privasi","SUCCESS","2019-04-09T16:07:05.32+07:00[Asia/Bangkok]","0.0","103.77"
